Наименование;Наименование артикула;Код артикула;Валюта;Цена;Доступен для заказа;Зачеркнутая цена;Закупочная цена;В наличии;Краткое описание;Описание;Наклейка;Статус;Тип товаров;Теги;Облагается налогом;Заголовок;META Keywords;META Description;Ссылка на витрину;Адрес видео на YouTube или Vimeo;Дополнительные параметры;Производитель;Программная платформа;Тип корпуса;Кол-во SIM-карт;Размер экрана;Объем встроенной памяти;Материал;Сенсорный экран;Кол-во мегапикселов камеры;Разрешение камеры;Вес;Цвет;Изображения
Смартфон Apple iPhone SE 16Gb Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_se_16gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Gold/img.jpg
Смартфон Apple iPhone SE 16Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_se_16gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Pink/img.jpg
Смартфон Apple iPhone SE 16Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_se_16gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Black/img.jpg
Смартфон Apple iPhone SE 16Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_se_16gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/White/img.jpg
Смартфон Apple iPhone SE 16Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_se_16gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Gold/img.jpg
Смартфон Apple iPhone SE 16Gb ЕСТ Rose Gold;;;RUB;6990;1;0;0;0;;;;1;16Gb;;;;;;smartfon_apple_iphone_se_16gb_est_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Pink/img.jpg
!!!!32Gb;;;;;;;;;;;;1;;;;;;;11308;;;;;;;;;;;;;;;
Смартфон Apple iPhone SE 32Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_se_32gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Black/img.jpg
Смартфон Apple iPhone SE 32Gb Silver;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_se_32gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/White/img.jpg
Смартфон Apple iPhone SE 32Gb Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_se_32gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Gold/img.jpg
Смартфон Apple iPhone SE 32Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_se_32gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Pink/img.jpg
!!!!64Gb;;;;;;;;;;;;1;;;;;;;11309;;;;;;;;;;;;;;;
Смартфон Apple iPhone SE 64Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_se_64gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Black/img.jpg
Смартфон Apple iPhone SE 64Gb Silver;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_se_64gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/White/img.jpg
Смартфон Apple iPhone SE 64Gb Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_se_64gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Gold/img.jpg
Смартфон Apple iPhone SE 64Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_se_64gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Pink/img.jpg
Смартфон Apple iPhone SE 64Gb ЕСТ Space Gray;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_se_64gb_est_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Black/img.jpg
Смартфон Apple iPhone SE 64Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_se_64gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/White/img.jpg
Смартфон Apple iPhone SE 64Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_se_64gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Gold/img.jpg
Смартфон Apple iPhone SE 64Gb ЕСТ Rose Gold;;;RUB;6990;1;0;0;0;;;;1;64Gb;;;;;;smartfon_apple_iphone_se_64gb_est_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Pink/img.jpg
!!!!128Gb;;;;;;;;;;;;1;;;;;;;11310;;;;;;;;;;;;;;;
Смартфон Apple iPhone SE 128Gb Space Gray;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_se_128gb_space_gray;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Black/img.jpg
Смартфон Apple iPhone SE 128Gb Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_se_128gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/White/img.jpg
Смартфон Apple iPhone SE 128Gb Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_se_128gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Gold/img.jpg
Смартфон Apple iPhone SE 128Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_se_128gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/SE/Pink/img.jpg
!!!iPhone 7;;;;;;;;;;;;1;;;;;;;11311;;;;;;;;;;;;;;;
!!!!32Gb;;;;;;;;;;;;1;;;;;;;11312;;;;;;;;;;;;;;;
Смартфон Apple iPhone 7 32Gb Black;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_32gb_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Black/img.jpg
Смартфон Apple iPhone 7 32Gb Silver;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_32gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/White/img.jpg
Смартфон Apple iPhone 7 32Gb Jet Black;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_32gb_jet_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/JetBlack/img.jpg
Смартфон Apple iPhone 7 32Gb Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_32gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Gold/img.jpg
Смартфон Apple iPhone 7 32Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_32gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Pink/img.jpg
Смартфон Apple iPhone 7 32Gb (PRODUCT)RED;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_32gb_(product)red;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Red/img.jpg
Смартфон Apple iPhone 7 32Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_32gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Black/img.jpg
Смартфон Apple iPhone 7 32Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_32gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/White/img.jpg
Смартфон Apple iPhone 7 32Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_32gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Gold/img.jpg
!!!!128Gb;;;;;;;;;;;;1;;;;;;;11313;;;;;;;;;;;;;;;
Смартфон Apple iPhone 7 128Gb Black;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_128gb_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Black/img.jpg
Смартфон Apple iPhone 7 128Gb Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_128gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/White/img.jpg
Смартфон Apple iPhone 7 128Gb Jet Black;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_128gb_jet_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/JetBlack/img.jpg
Смартфон Apple iPhone 7 128Gb Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_128gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Gold/img.jpg
Смартфон Apple iPhone 7 128Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_128gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Pink/img.jpg
Смартфон Apple iPhone 7 128Gb (PRODUCT)RED;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_128gb_(product)red;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Red/img.jpg
Смартфон Apple iPhone 7 128Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_128gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Black/img.jpg
Смартфон Apple iPhone 7 128Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_128gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/White/img.jpg
Смартфон Apple iPhone 7 128Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_128gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Gold/img.jpg
!!!!256Gb;;;;;;;;;;;;1;;;;;;;11314;;;;;;;;;;;;;;;
Смартфон Apple iPhone 7 256Gb Black;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_256gb_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Black/img.jpg
Смартфон Apple iPhone 7 256Gb Silver;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_256gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/White/img.jpg
Смартфон Apple iPhone 7 256Gb Jet Black;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_256gb_jet_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/JetBlack/img.jpg
Смартфон Apple iPhone 7 256Gb Gold;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_256gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Gold/img.jpg
Смартфон Apple iPhone 7 256Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_256gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Pink/img.jpg
Смартфон Apple iPhone 7 256Gb (PRODUCT)RED;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_256gb_(product)red;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Red/img.jpg
Смартфон Apple iPhone 7 256Gb ЕСТ Black;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_256gb_est_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Black/img.jpg
Смартфон Apple iPhone 7 256Gb ЕСТ Silver;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_256gb_est_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/White/img.jpg
Смартфон Apple iPhone 7 256Gb ЕСТ Gold;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_256gb_est_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7/Gold/img.jpg
!!!iPhone 7 Plus;;;;;;;;;;;;1;;;;;;;11315;;;;;;;;;;;;;;;
!!!!32Gb;;;;;;;;;;;;1;;;;;;;11316;;;;;;;;;;;;;;;
Смартфон Apple iPhone 7 Plus 32Gb Black;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_plus_32gb_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Black/img.jpg
Смартфон Apple iPhone 7 Plus 32Gb Silver;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_plus_32gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/White/img.jpg
Смартфон Apple iPhone 7 Plus 32Gb Jet Black;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_plus_32gb_jet_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/JetBlack/img.jpg
Смартфон Apple iPhone 7 Plus 32Gb Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_plus_32gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Gold/img.jpg
Смартфон Apple iPhone 7 Plus 32Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_plus_32gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Pink/img.jpg
Смартфон Apple iPhone 7 Plus 32Gb (PRODUCT)RED;;;RUB;6990;1;0;0;0;;;;1;32Gb;;;;;;smartfon_apple_iphone_7_plus_32gb_(product)red;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Red/img.jpg
!!!!128Gb;;;;;;;;;;;;1;;;;;;;11317;;;;;;;;;;;;;;;
Смартфон Apple iPhone 7 Plus 128Gb Black;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_plus_128gb_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Black/img.jpg
Смартфон Apple iPhone 7 Plus 128Gb Silver;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_plus_128gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/White/img.jpg
Смартфон Apple iPhone 7 Plus 128Gb Jet Black;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_plus_128gb_jet_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/JetBlack/img.jpg
Смартфон Apple iPhone 7 Plus 128Gb Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_plus_128gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Gold/img.jpg
Смартфон Apple iPhone 7 Plus 128Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_plus_128gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Pink/img.jpg
Смартфон Apple iPhone 7 Plus 128Gb (PRODUCT)RED;;;RUB;6990;1;0;0;0;;;;1;128Gb;;;;;;smartfon_apple_iphone_7_plus_128gb_(product)red;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Red/img.jpg
!!!!256Gb;;;;;;;;;;;;1;;;;;;;11318;;;;;;;;;;;;;;;
Смартфон Apple iPhone 7 Plus 256Gb Black;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_plus_256gb_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Black/img.jpg
Смартфон Apple iPhone 7 Plus 256Gb Silver;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_plus_256gb_silver;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/White/img.jpg
Смартфон Apple iPhone 7 Plus 256Gb Jet Black;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_plus_256gb_jet_black;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/JetBlack/img.jpg
Смартфон Apple iPhone 7 Plus 256Gb Gold;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_plus_256gb_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Gold/img.jpg
Смартфон Apple iPhone 7 Plus 256Gb Rose Gold;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_plus_256gb_rose_gold;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Pink/img.jpg
Смартфон Apple iPhone 7 Plus 256Gb (PRODUCT)RED;;;RUB;6990;1;0;0;0;;;;1;256Gb;;;;;;smartfon_apple_iphone_7_plus_256gb_(product)red;;;;;;;;;;;;;;;https://raw.githubusercontent.com/bav735/AMOLED/master/Apple/iPhone/7Plus/Red/img.jpg
!!teXet;;;;;;;;;;;;1;;;;;;;5917;;;;;;;;;;;;;;;
Смартфон teXet TM-5005;;;RUB;4490;1;0;0;0;;;;1;teXet;;;;;;smartfon_texet_tm-5005;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026479b.jpg
Смартфон teXet TM-5009 Dark Blue;;;RUB;4990;1;0;0;0;;;;1;teXet;;;;;;smartfon_texet_tm-5009_dark_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027424b.jpg
Смартфон teXet TM-5513 5.5" LTE 8Gb Graphite;;;RUB;4990;1;0;0;0;;;;1;teXet;;;;;;smartfon_texet_tm-5513_5_5_lte_8gb_graphite;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026587b.jpg
Смартфон teXet TM-5017 5" LTE 8Gb Quartz;;;RUB;5990;1;0;0;0;;;;1;teXet;;;;;;smartfon_texet_tm-5017_5_lte_8gb_quartz;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026586b.jpg
Смартфон teXet TM-5017 5" LTE 8Gb Pink Gold;;;RUB;5990;1;0;0;0;;;;1;teXet;;;;;;smartfon_texet_tm-5017_5_lte_8gb_pink_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026585b.jpg
Смартфон teXet TM-5003 Dark Blue;;;RUB;3490;1;0;0;0;;;;1;teXet;;;;;;smartfon_texet_tm-5003_dark_blue;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027137b.jpg
Смартфон teXet TM-4513 4.5" LTE 16Gb Graphite;;;RUB;4990;1;0;0;0;;;;1;teXet;;;;;;smartfon_texet_tm-4513_4_5_lte_16gb_graphite;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026584b.jpg
Смартфон teXet TM-4003;;;RUB;2990;1;0;0;0;;;;1;teXet;;;;;;smartfon_texet_tm-4003;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026238b.jpg
Смартфон teXet TM-4083;;;RUB;8990;1;0;0;0;;;;1;teXet;;;;;;smartfon_texet_tm-4083;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026141b.jpg
!!Digma;;;;;;;;;;;;1;;;;;;;5982;;;;;;;;;;;;;;;
!!!Linx;;;;;;;;;;;;1;;;;;;;7752;;;;;;;;;;;;;;;
Смартфон Digma Linx A420 3G Black;;;RUB;2490;1;0;0;0;;;;1;Linx;;;;;;smartfon_digma_linx_a420_3g_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028169b.jpg
Смартфон Digma Linx A420 3G White;;;RUB;2490;1;0;0;0;;;;1;Linx;;;;;;smartfon_digma_linx_a420_3g_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30028168b.jpg
Смартфон Digma Linx C500 3G 4Gb White;;;RUB;3890;1;0;0;0;;;;1;Linx;;;;;;smartfon_digma_linx_c500_3g_4gb_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026055b.jpg
Смартфон Digma Linx C500 3G 4Gb Graphite;;;RUB;3890;1;0;0;0;;;;1;Linx;;;;;;smartfon_digma_linx_c500_3g_4gb_graphite;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026054b.jpg
Смартфон Digma Linx A400 3G 4Gb Graphite;;;RUB;2990;1;0;0;0;;;;1;Linx;;;;;;smartfon_digma_linx_a400_3g_4gb_graphite;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026056b.jpg
!!!VOX;;;;;;;;;;;;1;;;;;;;5983;;;;;;;;;;;;;;;
Смартфон Digma VOX S502 3G 8Gb White;;;RUB;5990;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_s502_3g_8gb_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026050b.jpg
Смартфон Digma VOX S502 3G 8Gb Grey;;;RUB;5990;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_s502_3g_8gb_grey;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026039b.jpg
Смартфон Digma VOX S502F 8Gb 3G Grey;;;RUB;5590;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_s502f_8gb_3g_grey;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026305b.jpg
Смартфон Digma VOX S502F 3G 8Gb Gold;;;RUB;7590;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_s502f_3g_8gb_gold;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026038b.jpg
Смартфон Digma VOX S501 3G 8Gb Graphite;;;RUB;5390;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_s501_3g_8gb_graphite;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026051b.jpg
Смартфон Digma VOX S501 3G 8Gb White;;;RUB;5390;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_s501_3g_8gb_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026052b.jpg
Смартфон Digma VOX S504 3G 8Gb White;;;RUB;4290;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_s504_3g_8gb_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027430b.jpg
Смартфон Digma VOX S503 4G 16Gb Black;;;RUB;8990;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_s503_4g_16gb_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026847b.jpg
Смартфон Digma VOX S503 4G 16Gb White;;;RUB;8990;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_s503_4g_16gb_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30026848b.jpg
Смартфон Digma VOX Flash 4G 8Gb Black;;;RUB;7190;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_flash_4g_8gb_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027418b.jpg
Смартфон Digma VOX S505 3G 8Gb Graphite;;;RUB;5690;1;0;0;0;;;;1;VOX;;;;;;smartfon_digma_vox_s505_3g_8gb_graphite;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027419b.jpg
!!Meizu;;;;;;;;;;;;1;;;;;;;6102;;;;;;;;;;;;;;;
!!!M3;;;;;;;;;;;;1;;;;;;;7573;;;;;;;;;;;;;;;
!!!!MAX;;;;;;;;;;;;1;;;;;;;7574;;;;;;;;;;;;;;;
Смартфон Meizu M3 MAX 64Gb Gold/White;;;RUB;15990;1;0;0;0;;;;1;MAX;;;;;;smartfon_meizu_m3_max_64gb_gold_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027268b.jpg
Смартфон Meizu M3 MAX 64Gb Grey/Black;;;RUB;15990;1;0;0;0;;;;1;MAX;;;;;;smartfon_meizu_m3_max_64gb_grey_black;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027266b.jpg
Смартфон Meizu M3 MAX 64Gb Silver/White;;;RUB;15990;1;0;0;0;;;;1;MAX;;;;;;smartfon_meizu_m3_max_64gb_silver_white;;;;;;;;;;;;;;;http://img.mvideo.ru/Pdb/30027267b.jpg
